text	label
Gute Darsteller und schöne Landschaften sorgen aber dafür, dass die deutsch-norwegische Koproduktion zu einem in mehrfacher Hinsicht sehenswerten Drama um Schuld und Vergebung wird.	POSITIVE
Ob unterkühlte Krimiserien (Das Verbrechen), harte Dramen (Breaking the Waves, Das Fest) oder schwarze Komödien (In China essen sie Hunde, Adams Äpfel) - Dänemark hat sich in den letzten 20 Jahren als zuverlässiger Lieferant überaus bissiger Filme etabliert.	POSITIVE
Die Wahrheit über Männer ist der überfällige Beweis, dass unser nordischer Nachbar auch leichtfüßige, etwas verschrobene Liebesgeschichten erzählen kann.	POSITIVE
Denn hier treffen Horror und Satire zu etwas ganz eigenem zusammen.	POSITIVE
Insgesamt ist Asterix & Obelix - Im Auftrag Ihrer Majestät eine ganz ordentliche Verfilmung geworden.	POSITIVE
So richtig viel anders ist hier im Vergleich zu den direkten Vorgängern zwar nichts, aber wer diese mochte, wird hier wie gehabt seinen Spaß haben.	POSITIVE
Michel Gondry zeigt in Science of Sleep - Anleitung zum Träumen, dass Liebeskomödien auch ganz anders sein können: märchenhaft, unvorhersehbar und dabei dennoch charmant.	POSITIVE
Ich jedenfalls bin voll auf meine Kosten gekommen, meine Erwartungen haben sich zum allergrößten Teil erfüllt und der Film schaffte es auf ganzer Länge zu unterhalten.	POSITIVE
Stellenweise hatte ich das Bedürfnis, selbst dabei zu sein, da diese Jungs unglaublich viel Spaß gehabt haben und vermittelten, dass sie sich selbst pudelwohl gefühlt haben.	POSITIVE
Gesagt sei auch noch, dass es sicherlich dreimal so lustig ist, diesen Film mit den Lachern der anderen Kinobesucher zu teilen und mit seiner ganzen Clique zu begutachten (ich spreche hier aus Erfahrung), als ihn zu Hause, alleine oder zu zweit auf DVD zu sichten.	POSITIVE
Kein Meisterwerk, aber absolut lustig, seh - und liebenswert.	POSITIVE
Das Sklavenszenario ist neu, der Inhalt ist es nicht - Django Unchained ist ein typischer Tarantino: humorvoll, gewalttätig, voller Filmzitate und überzogen.	POSITIVE
Für Fans ist das neueste Werk des Regisseurs deshalb ein Fest, aber auch der Rest sollte, trotz der Vorhersehbarkeit und gewisser Längen, eine Menge Spaß haben.	POSITIVE
Eine herzensgute Komödie, der man das etwas zähe Ende nicht übel nehmen kann und die mit einem männlichen Hauptdarsteller aufwartet, der sich in dieser Rolle mehr als sehen lassen kann.	POSITIVE
Der perfekte Film für einen ruhigen Sonntagnachmittag.	POSITIVE
Yoshifumi Kondô nimmt uns in seiner einzigen Regiearbeit Stimme des Herzens zurück in die Zeit als Teenager und erzählt sensibel, realistisch und mit detailverliebten Bildern von den Gefühlswirrungen seiner jungen Protagonisten.	POSITIVE
Faszination Mittelalter: Die Verfilmung des Bestsellers Die Pilgerin mag gnadenlos übertrieben sein, ist aber gut und spannend inszeniert.	POSITIVE
Fans von historischen Geschichten mit Hang zum Pathos werden daher bei dem Fernsehfilm ansprechend unterhalten.	POSITIVE
Interessant gemachter Actionthriller mit einigen Talenten vor und hinter der Kamera.	POSITIVE
Vor allem Édgar Ramirez ist ein charakteristischer Hauptdarsteller, der sich bestimmt noch auf einige Erfolge freuen kann.	POSITIVE
Absolut sehenswert, hervorragend besetzt und fesselnd in jeder seiner 116 Minuten.	POSITIVE
Die bedrückende Begeisterung über diesen Film wird noch lange anhalten und sobald diese abflacht, ist es Zeit die DVD ein weiteres Mal einzulegen.	POSITIVE
Ein Mystery-Thriller aus deutschen Landen, das hat Seltenheitswert.	POSITIVE
Da sie aber geschickt auf Bewährtes zurückgreift und dazu stimmungsvolle Bilder auf den Bildschirm zaubert, ist Du hast es versprochen ein recht unterhaltsamer Vertreter geworden.	POSITIVE
Sechs Filmstars versuchen gemeinsam das Ende der Welt zu überstehen - klingt nach Horrorfilm, ist aber eine verdammt lustige Komödie, wenn man derben Humor mag.	POSITIVE
Im hohen Tempo werden hier Holzhammerwitze und Schenkelklopfer aneinandergereiht und zwischendurch auch kräftig Hollywood persifliert.	POSITIVE
Für Freunde von Skandinavien-Krimis, die sich die Zeit vertreiben müssen, ist der Film zumindest einen Blick wert.	POSITIVE
Gelungenes Regiedebüt, welches mit wenigen Worten, aber der richtigen Grundstimmung zum Nachdenken und Diskutieren anregt.	POSITIVE
Hut ab und weiter so!	POSITIVE
Intensive, fast brutale Bilder und zwei starke Hauptdarsteller - das Drama um zwei Verlorene, die sich finden und lieben lernen müssen, ist sicher keine, schöne ' Romanze.	POSITIVE
Aber gerade das macht Der Geschmack von Rost und Knochen so sehenswert.	POSITIVE
Auf den einen oder anderen Handlungsstrang hätte man eventuell verzichten können, aber dennoch gehört die französische Liebesgeschichte zu den stärksten der letzten Zeit.	POSITIVE
Dabei wird der Ton nie wirklich spottend, sondern bleibt mitfühlend.	POSITIVE
Für manche wird die spanische Tragikomödie zu leise sein, insgesamt gefällt Ein Freitag in Barcelona aber mit wundervollen Szenen und einigen cleveren Ideen.	POSITIVE
Wer über die etwas ungelenke Holzhammerinszenierung hinwegsehen kann und eben nicht mit der Erwartung an den Film geht, eine austarierte Charakterstudie zu sehen, erhält hier einen kleinen, unbequemen Beitrag, der es versteht, mit einfachsten Mitteln zu beunruhigen.	POSITIVE
Gut gespielt, zurückhaltend inszeniert - die Verfilmung von Natascha Kampuschs erschütternder Entführung und Gefangenschaft ist deutlich seriöser und gelungener, als man im Vorfeld erhoffen durfte.	POSITIVE
Neue Erkenntnisse gibt es keine, dafür aber eine Reihe intensiver Szenen und beklemmender Bilder.	POSITIVE
Teil Krimi, Teil Drama, Teil Martial Arts - Dragon verbindet die unterschiedlichsten Genres zu einem durchaus sehenswerten Film.	POSITIVE
Gerade die spannenden Ermittlungen und die seltenen, dafür furiosen Kämpfe, gepaart mit schönen Bildern, sind gut gelungen.	POSITIVE
Die Rocksongs, die uns Aldous Snow präsentiert sind zwar schlicht, aber eingängig und ließen sich mit Sicherheit auch für die kauffreudige Allgemeinheit auf einen Tonträger pressen.	POSITIVE
Hoffentlich bringt uns das neue Jahr viele, neue, lustige Filme und vielleicht ja sogar noch mal auf höherem Niveau.	POSITIVE
Einmal ansehen und gut.	POSITIVE
Dolph Lundgren bleibt zwar aus, The Package bietet aber genügend kompetent umgesetzte Actionszenen, um Fans glücklich zu machen.	POSITIVE
Einige richtig lässige Sprüche, harte Kämpfe, gute Choreographien, witzige Charaktere und miese Synchronisation.	POSITIVE
Die Pluspunkte überwiegen klar und der Minuspunkt verliert letztendlich absolut an Bedeutung.	POSITIVE
Mir hat Bangkok Adrenalin gut gefallen und er wird in meinem DVD Regal definitiv nicht vor sich hin stauben.	POSITIVE
Allerdings würde ich nicht im Geringsten die Gleichung aufstellen, wer die beiden Filme mochte, wird Von der Bösen Art in jedem Fall klasse finden.	POSITIVE
Paranormal Vitality vereint eine bunte Schar psychisch Kranker und verstorbene Seelen.	POSITIVE
Ein surrealer Film, rätselhaft und faszinierend.	POSITIVE
Einer, der zum Nachdenken einlädt: darüber, wie wir mit Trauer umgehen, aber auch über die Bedeutung von Erinnerungen.	POSITIVE
Einfacher Fall, verschrobene Figuren, viel Lokalkolorit - Dampfnudelblues ist ein gelungenes Beispiel für den besonderen Charme der Regionalkrimis.	POSITIVE
Gerade zu Beginn sorgen die gut gespielten Charaktere für viele Lacher, bevor die Geschichte zum Ende recht traurige Züge annimmt.	POSITIVE
Trotzdem kann man sich die Saga ruhig mal seiner Frau zu Liebe anschauen und mit in die Welt von Bella und Edward eintauchen.	POSITIVE
Bemerkenswerte Bilder, ungewöhnliche Musik und solide Darsteller findet man in diesem Paket a la Dog Bite Dog.	POSITIVE
Dieser Film geht mehr in die Richtung dokumentarisches Kunstwerk.	POSITIVE
Bernie - Leichen pflastern seinen Weg ist eine überaus schwarze Komödie, die auf einer ernsten und wahren Geschichte beruht und gekonnt Spielfilm - mit Dokumentarfilmelementen kombiniert.	POSITIVE
Das mag für manche geschmacklos sein, ist aber - nicht zuletzt dank der drei wunderbaren Hauptdarsteller - auch sehr unterhaltsam.	POSITIVE
Aus Spaß wird Ernst, tödlicher Ernst sogar: Der Horrorthriller Truth or Dare zeigt einen recht spannenden Kampf zwischen fünf unfreiwilligen Gästen und einem rachsüchtigen, sadistischen Gastgeber.	POSITIVE
Die Opfer stellen sich wie so oft nicht allzu intelligent an, dafür ist die Geschichte wendungsreicher als bei der Konkurrenz.	POSITIVE
Flight ist ein gut gemachtes und sehr gut gespieltes Drama um einen uneinsichtigen Alkoholiker.	POSITIVE
Das hätte ruhig noch ein wenig ungeschönter ausfallen dürfen, kann aber auch so unterhalten, stellt moralisch interessante Fragen und bietet zudem eine der spektakulärsten Szenen dieses Jahres.	POSITIVE
Das ist stimmungsvoll und überzeugend ausgestattet, wird manche aber vermutlich durch die fehlende Handlung langweilen.	POSITIVE
Stattdessen wurde aus The Impossible ein selten intensives Drama mit zwei unglaublich starken Hauptdarstellern.	POSITIVE
Zurück in die Vergangenheit: Mel Gibson greift in Get the Gringo seine Paraderolle von einst auf, die des in mehrfacher Hinsicht schlagfertigen Actionhelden mit vielen Fehlern aber ebenso viel Charme.	POSITIVE
Das bekommt er heute noch genauso gut hin wie vor knapp 30 Jahren, weshalb Fans hier ihre Freude haben werden.	POSITIVE
Aber auch für die anderen bietet die Mischung aus brutaler Action und derbem, teils absurden Humor eine Menge Unterhaltungswert.	POSITIVE
Lasst euch nicht von den Kritikpunkten abschrecken.	POSITIVE
Der Film ist sauber inszeniert, wird mit Sicherheit keine Langeweile aufkommen lassen und zudem noch alle `Blut - und Sci-Fi-liebende ' begeistern.	POSITIVE
5 von 6 Sternen, unbedingt anschauen!	POSITIVE
Regis Roinsard macht in Mademoiselle Populaire vor, wie man eine im Grunde altbekannte Liebesgeschichte sehenswert umsetzt: Er packt sie in den Kontext eines für uns exotischen Sportes - Wetttippen auf einer Schreibmaschine - und ergänzt die Handlung mit detailverliebtem 50er-Jahre-Retro-Charme.	POSITIVE
Da auch die Hauptdarsteller überzeugen, gehört die französische Komödie sicher zu den besseren Vertretern der letzten Zeit.	POSITIVE
Umso erfreulicher, dass Regisseur und Drehbuchautor Rian Johnson bei Looper dem etwas ausgelutschten Thema ganz neue Aspekte abgewinnt.	POSITIVE
Wirklich logisch ist hier zwar nur wenig, dafür ist die Geschichte um den zweifachen Auftragskiller sehr unterhaltsam.	POSITIVE
Tolle Produktion, auf welche ich als fleißiger Geocacher aufmerksam geworden bin und unbedingt sehen wollte, was für mögliche Locations es weltweit noch gibt und wohin eine Reise wert ist.	POSITIVE
Unter den Metropolen bietet neue, faszinierende Einblicke in bzw. unter die riesigen Städte dieser Welt und erläutert das eigentliche Thema detailliert und äußerst anschaulich.	POSITIVE
In der nicht enden wollenden Flut an Kamera-Horror-Filmen tut sich Apartment 143 durch einen überraschend kreativen Umgang mit dem Stilmittel hervor.	POSITIVE
Painless ist eine ungewöhnliche aber sehr stimmungsvolle Mischung aus Drama und Horror.	POSITIVE
Über weite Strecken ist der spanische Filme ziemlich ruhig, dreht später jedoch kräftig auf.	POSITIVE
Insgesamt ein interessanter Genrebeitrag und ein starkes Spielfilmdebüt.	POSITIVE
Wegen der gelungenen Stimmung, einer wandelbaren Hauptdarstellerin und einiger netter Einfälle ist Lovely Molly für Horrorfans durchaus sehenswert.	POSITIVE
Aber auch wenn Zwei vom alten Schlag sehr formelhaft ist, eine nette Feel-Good-Komödie ist aus dem Wiedersehen zweier verfeindeter Boxprofis dann doch geworden.	POSITIVE
Die obligatorischen dramatischen Momente wären nicht notwendig gewesen, dafür gefallen die Selbstironie der Altstars und die Anspielungen auf frühere Filme.	POSITIVE
John Dies at the End ist eine vergnügliche Mischung aus durchgeknalltem, fast schon surrealen Humor und Horrorelementen.	POSITIVE
Ist man aber in der richtigen Stimmung, wird man bei den verrückten Abenteuern von David und John viel Spaß haben.	POSITIVE
Wenn man einen Film mit Adam Sandler anschaut, kann man sich getrost sicher sein, dass man von keiner Überraschung heimgesucht wird.	POSITIVE
Zynisch, düster, emotionslos - das Debüt von Regisseur Ariel Vromen gefällt mit einer unterkühlten Stimmung und einem beeindruckenden Staraufgebot.	POSITIVE
Robert Redford liefert mit seiner Romanverfilmung The Company You Keep - Die Akte Grant einen gut erzählten, etwas altmodischen Politthriller ab.	POSITIVE
Sehenswert ist er vor allem durch die vielen Altstars, die in mehreren intensiven Szenen ihr Können zeigen dürfen.	POSITIVE
Ein kranker Film, mit einem relativ harmlos klingenden Verlauf, richtig ausgewählten Darstellern und auffälligen Momenten, mündend in einem überraschenden Finale.	POSITIVE
Sehenswerte Komödie aus Argentinien, mit erfrischender Hauptthematik, überzeugenden Darstellern und einer Menge an wärmender Gemütlichkeit.	POSITIVE
Dein Weg ein kleiner und leiser Film über Menschen und ihre Geschichten.	POSITIVE
Dazu passt auch, dass bis auf die Hauptfiguren alle Personen von wirklichen Pilgern dargestellt werden und das Geschehen so wohltuend authentisch wirkt.	POSITIVE
Und lebensbejahend.	POSITIVE
Dafür gefällt das Fantasyepos und Regiedebüt von Goro Miyazaki mit guten Bildern und einer gelungenen düsteren Atmosphäre.	POSITIVE
Ein weiteres verzauberndes Anime, welches durch seine in sich geschlossene Logik und Erzähltechnik zu einem sehr gelungenen Mystery Krimi wird.	POSITIVE
Unbedingt anschauen, wenn die Serie gefallen hat.	POSITIVE
Insgesamt ist Magic Mike so ein etwas seichter, aber durchaus unterhaltsamer und sympathischer Film geworden.	POSITIVE
Wem die Vorstellung strippender Männer also nicht aus Prinzip schon zuwider ist und in der Stimmung für ein nett gemachtes, nicht zu anspruchsvolles Drama ist, darf ruhig einen Blick auf einen etwas anderen, Traumberuf ' werfen.	POSITIVE
Das bedeutet vor allem in der ersten Hälfte einen grandiosen Bilderrausch.	POSITIVE
Ein Medikament mit Nebenwirkungen, ein tragischer Tod, viele mögliche Schuldige: Der dezent gesellschaftskritische Side Effects - Tödliche Nebenwirkungen ist ein unterhaltsamer und gut gespielter Psychothriller klassischer Machart.	POSITIVE
Die vielen Wendungen sind zwar nicht immer glaubwürdig, wer nicht kritisch hinterfragt, wird hier aber seinen Spaß haben.	POSITIVE
Eine gelungene, Fortsetzung ' mit erstklassigen Schauspielern und talentiertem Regisseur.	POSITIVE
Nach der Pleite Willkommen im Süden hat es Dany Boon wieder geschafft mich zu überzeugen und zu begeistern.	POSITIVE
Das Geheimrezept lautet: Auf keinen Fall alleine, sondern am besten mit ein paar Freunden gemeinsam ansehen, um die Lacher zu maximieren.	POSITIVE
Spaß macht das actionreiche und witzige Das Schloss von Cagliostro aber auch 24 Jahre später noch.	POSITIVE
Doch der spätere Verlauf entschädigt für alles.	POSITIVE
Ein leiser und wunderbar gespielter Film, der zu Herzen geht.	POSITIVE
bietet solide Horrorkost aus Deutschland, die nicht mit Einfallsreichtum glänzt, dafür aber eine gute Stimmung und einen unverbrauchten Schauplatz vorweisen kann.	POSITIVE
Für Unterhaltung ist gesorgt, besondere Wendungen sind aber nicht im Programm.	POSITIVE
Schauspielerisch kann man sich nicht beschweren.	POSITIVE
Udo Kier, als ehrenhafter Oberboss der Vampire, versteht es seine leider nur sehr kurze Rolle, als Einziger neben Snipes und Dorff, mit ausreichender Intensität zu füllen.	POSITIVE
Die Dialoge sind flach, doch die Kampfszenen - auf die es hier ja schließlich ankommt - erste Sahne.	POSITIVE
Es ist schön alle Teile in einer Box zu vereinen, nachdem es ja auch schon die Trilogie zu erwerben war.	POSITIVE
Starke Schauspieler, wenig Handlung - so lässt sich The Master am besten zusammenfassen.	POSITIVE
Dafür überzeugen die drei Hauptdarsteller durch ihre sehr guten Leistungen.	POSITIVE
Als eigenständiger Film, hätte man sich hier eventuell noch besser amüsieren können, da ich aber über alle Maßen von dem Urteil begeistert war, fällt die Wertung entsprechend aus.	POSITIVE
Hier dann auch gleich meine unbedingte Empfehlung: Willkommen bei den Sch`tis!	POSITIVE
Actionreich, optisch beeindruckend aber auch ziemlich konfus - das Martial-Arts-Spektakel Flying Swords of Dragon Gate nimmt ein klassisches Szenario als Ausgangspunkt für furiose Kampfszenen ohne jeglichen Realitätsbezug.	POSITIVE
Wer aberwitzige Kämpfe chinesischer Machart mag und dabei nicht unbedingt eine zusammenhängende Geschichte braucht, kann mit dem opulenten Remake viel Spaß haben.	POSITIVE
Tolle Bilder, eine sehenswerte Ausstattung, dazu blutige Kämpfe und eine spektakuläre Überflutung - The Floating Castle bietet Fans von historischen Schlachtenfilmen eine Menge zu sehen.	POSITIVE
Man darf gespannt sein!	POSITIVE
Die spritzigen Kampforgien stehen der etwas zähen Erzählweise gegenüber, können sich aber gegenseitig aufwiegen, sodass der Zuschauer beim Abspann doch ein zufriedenes Gefühl behält und sich sagen kann, Zwei Stunden, die man sich für Ironclad durchaus genehmigen kann und endlich mal auch fürs Auge so blutig, wie man sich das Mittelalter vorgestellt hat. '	POSITIVE
Alexandre Ajas Maniac ist ein gelungenes Beispiel dafür, wie ein Remake einer bekannten Geschichte neue Blickwinkel abgewinnen kann.	POSITIVE
Komplett aus der Sicht des Mörders erzählt, ist der Horrorfilm sehr verstörend, hart aber eben auch faszinierend.	POSITIVE
Somit ist Switch für einen französischen Film zwar wirklich ganz gut gemacht, wird es aber wohl schwer haben in der Erinnerung zu verweilen.	POSITIVE
Solide Unterhaltung verteilt auf 99 Minuten.	POSITIVE
Schnell, unlogisch, spaßig.	POSITIVE
Gar nicht so übel.	POSITIVE
Der Inhalt der DVD ist natürlich noch vielseitiger, als nur das oben genannte.	POSITIVE
Allerdings dient diese subjektive Inhaltsangabe hervorragend zur Orientierung.	POSITIVE
Da es unzählige solcher Berichte gibt, wenn auch nicht immer so anschaulich und recht informativ, zählt diese DVDs zu denjenigen, die man sich anschauen sollte, aber nicht zwingend besitzen muss.	POSITIVE
- Was essen wir wirklich sehr gut gefallen.	POSITIVE
Eine Paarung aus zwei unterschiedlichen Genres, die ursprünglich keine Verbindung zueinander haben, aber dennoch gut als gesamtes Werk fungieren.	POSITIVE
Ein Protagonist, der als (Anti-) Held einen kühlen Kopf im Dschungel der Lügen behält und im Laufe der Spielzeit zum Frauenheld mit gutem Ruf mutiert.	POSITIVE
Also ein erfrischender Krimi, welcher durch die niedrige Anzahl an Themensträngen den guten Überblick ermöglicht, während die Wahl erfahrener Schauspieler diesen Film zu einer zwar recht spannungslosen, aber dennoch fesselnden Krimi-Komödie macht.	POSITIVE
Daumen hoch.	POSITIVE
Ohne großen Schnörkel erzählt Wrong Identity eine klassische und gut umgesetzte Krimigeschichte, die erst nach und nach ihre Geheimnisse preisgibt.	POSITIVE
Spürhunde der alten Schule werden hier aber ihren Spaß haben.	POSITIVE
Positive Ansätze gibt es, gerade Stimmung und Musik sind streckenweise gelungen.	POSITIVE
Guter Will Smith, toller Woody Harrelson und eine etwas andere, aber ganz besondere Geschichte.	POSITIVE
Ich vergebe 5 Sterne, trotz der ausgedehnten Schnulze, da sie eine sehr gute Parallele zu seiner verstorbenen Verlobten knüpft und die Geste gegen Ende, ganz für sich selbst sprechen lässt.	POSITIVE
Für einen Abend mit Freundin genau das Richtige, oder für Depressive, auch an einem verregneten Sonntagnachmittag, dann eben, alleine.	POSITIVE
Mit Das Schwein von Gaza ist Sylvain Estibal ein recht amüsanter Film über das sensible Thema Nahostkonflikt gelungen.	POSITIVE
Der Humor ist zwar insgesamt harmloser, als es der Kontext vermuten ließe.	POSITIVE
Das macht er aber mit einem großen Schuss Absurdität und sympathischen Figuren mehr als wett.	POSITIVE
Was aber nicht an seinem sensationellen Erfolg oder seiner Machart liegen soll, sondern an dem Alter.	POSITIVE
Ganz nett, 2 Sterne von mir.	POSITIVE
Die fantastische Welt von Oz ist eine überraschend witzige Neuinterpretation des Kinderbuchklassikers mit einigen netten Regieeinfällen und beeindruckender Optik.	POSITIVE
Ein bisschen märchenhafter und weniger perfekt hätte das ruhig sein dürfen, aber gute Unterhaltung wird auch so genügend geboten.	POSITIVE
Vielmehr beschränkt sich der israelisch-australische Stop-Motion-Animationsfilm darauf, in mal absurd-witzigen, mal traurigen Episoden seine Knetmassefiguren auf die Suche nach Halt gehen zu lassen, geht aber genau damit zu Herzen.	POSITIVE
Absolut sehenswerte Dokumentation, welche die Faszination Körper auf einfachste Weise und großartig an den Betrachter heranbringt.	POSITIVE
Oftmals sogar spannender als manch ein inszenierter Hollywoodklamauk, denn dies ist pure Realität und steckt in jedem von uns.	POSITIVE
Davon möchte ich auch keinen abhalten, denn immerhin bietet er solide Unterhaltung, besonders eben zu Beginn.	POSITIVE
2 Sterne plus einen extra Stern für die Musik, sowie Johnny Depp.	POSITIVE
Neben den spritzigen Interviews und Duellen zwischen den besten Ice Road Truckern, begeistert wieder die Tatsache, dass es Menschen gibt, die solche Strapazen auf sich nehmen, um sich und ihre Familien zu ernähren.	POSITIVE
Auch die physikalisch faszinierende, mögliche Belastung des Eises bleibt nach wie vor ein Highlight, an das man sich nur langsam gewöhnt, selbst als Zuschauer.	POSITIVE
Zombie Dead/Undead fängt wie ein gewöhnlicher Horrorfilm an, baut dann aber regelmäßig komplett unerwartete Ideen ein.	POSITIVE
Wer absurden Trash mag, wird hier jedoch einen Film vorfinden, der selbst erfahrenen Profis noch etwas Neues bietet.	POSITIVE
Die Idee, einen sozialkritischen Mysterythriller auf die Beine zu stellen, hat schon was.	POSITIVE
Dass das auch anders geht, zeigt Heiter bis wolkig, der sich dem heiklen Thema durchaus sensibel nähert, dabei jedoch den Humor nicht zu kurz kommen lässt.	POSITIVE
Nach Vampiren und Werwölfen nun auch Zombies: Wer angesichts der Geschichte - Zombie verliebt sich in einen Menschen - einen weiteren Schmachtfetzen für Teenies erwartet, wird hier positiv überrascht.	POSITIVE
Die Liebesgeschichte nimmt zwar einen zentralen Teil von Warm Bodies ein, kommt aber größtenteils ohne Kitsch aus und ist dank häufiger Selbstironie sogar richtig witzig geworden.	POSITIVE
über 2 Stunden recht intelligente Unterhaltung mit toller Optik, passender Musik und mit Schauspielern die man ihre Rolle abkauft.	POSITIVE
Das ist durchaus witzig und charmant, aber seinen anderen Filmen vielleicht etwas zu ähnlich, um richtig zu begeistern.	POSITIVE
Wer gerne noch einmal eine aufgemotzte Version der Ursprungsversion sehen will, wird hier bestens unterhalten werden.	POSITIVE
Bei einer der gestellten Fortführungen im Film selbst, wurde als Produzent Robert Rodriguez angegeben, vermutlich nur Fiktion, aber durchaus eine interessante Idee.	POSITIVE
Gegen Ende, als die Dinge einen unvorhersehbaren Verlauf nahmen, wurde es immer interessanter und das plötzliche Ende, welches man sich zuvor herbeigewünscht hatte wurde zu einem unwillkommenen Erlebnis.	POSITIVE
Eine einfache aber spannende Geschichte gepaart mit einer einfallsreichen, teils comichaften Inszenierung - über weite Strecken sieht Blind Alley - Im Schatten lauert der Tod wie ein echter Geheimtipp für Thrillerfans aus.	POSITIVE
Positiv fallen jedoch die folkloristischen Hintergründe, tolle Landschaftsaufnahmen und diverse intensive Szenen auf.	POSITIVE
Wer sich nicht an der gelegentlichen Unglaubwürdigkeit stört - und damit müssen Genrefans ja fast immer leben - findet mit The Raven - Prophet des Teufels einen grundsoliden Thriller, der zwar nicht selbst in die Geschichte eingehen wird, aber zumindest für knapp zwei Stunden genug Unterhaltung bietet.	POSITIVE
Anfangs locker und charmant, später fast schon brutal ehrlich beschreibt Ein freudiges Ereignis die Schwierigkeiten eines werdenden Elternpaares.	POSITIVE
Dank der einfühlsamen Inszenierung und der überzeugenden Schauspieler ist die französische Tragikomödie richtig sehenswert - auch für Kinderlose.	POSITIVE
Justin Dix nimmt für sein Debüt Crawlspace - Dunkle Bedrohung bekannte Zutaten vergleichbarer Filme und macht daraus einen ordentlichen Science-Fiction-Thriller mit reichlich Action.	POSITIVE
Insgesamt ganz nett, aber nichts Besonderes.	POSITIVE
Alle Stallonefans, alle Actionliebhaber und alle Nostalgiker die noch keine Cliffhangerdisc im Regal stehen haben sollten sich unbedingt zum Kauf entscheiden, ihr werdet es nicht bereuen.	POSITIVE
The Awakening ist einer der mittlerweile selten gewordenen Vertreter klassischer Geistergeschichten: viel Atmosphäre, wenig Schocker.	POSITIVE
Das ist über weite Strecken gut gelangen, zumal der Film das bekannte Thema um eine psychologische Komponente erweitert.	POSITIVE
Fans des Genres sollte der britische Streifen daher gefallen, auch wenn das Ende zu langatmig und konstruiert geraten ist.	POSITIVE
Wer mit diesem fröhlichen Surrealismus aber etwas anfangen kann, der wird hier oft genug seinen Spaß haben.	POSITIVE
Holy Motors ist eine faszinierende, oft surreale Mischung der verschiedensten Genres.	POSITIVE
Wer hingegen Spaß am Interpretieren hat oder sich generell am Experimentellen erfreuen kann, findet hier einen der seltenen Filme, der sich so konsequent über alle Grenzen hinwegsetzt, dass jeder Vergleich witzlos ist - und genau damit im Gedächtnis bleibt.	POSITIVE
Das ist gerade am Anfang sehr lustig, wird später dafür umso dramatischer.	POSITIVE
100 Minuten recht schnell, und obwohl man wahrscheinlich nicht eingeschlafen ist, fühlt man sich wie nach einer langen traumlastigen Nacht.	POSITIVE
Wer die Nostalgie liebt, gerade um die Weihnachtszeit, wird sich über das Release freuen.	POSITIVE
Wem Schwarzweiß-Filme und starre Kulissen zu wider sind, der greift lieber zur Zeichentrickverfilmung, welche ich aus meiner Kindheit in sehr positiver Erinnerung habe.	POSITIVE
Noch dazu habe ich es selten erlebt, dass ein Abspann vollkommen ohne musikalische Untermalung auskommt, aber ein Ende mit nur einem hörbaren Ton ist wirklich neuartig und grandios.	POSITIVE
Surffans und solche, die es werden wollen, finden bei Drift - Besiege die Welle viele gelungene Aufnahmen, die richtig Lust machen, selbst aufs Brett zu steigen.	POSITIVE
Solide ist der Roadmovie aber schon, vor allem dank seiner schönen Bilder und der soliden Schauspieler.	POSITIVE
Glanzpunkt des französischen Films ist die einfühlsame Darstellung von Charlotte Gainsbourg.	POSITIVE
Fans der Reihe, gerade des Urpsrungsteils, werden begeistert sein, Vin Diesel und Paul Walker (wenn auch eher hintergründig) stehen wieder parat, um die Straßen unsicher zu machen.	POSITIVE
So ganz schafft es der Film zwar nicht, seine Klasse und Spannung bis über die Ziellinie zu retten.	NEGATIVE
Ansatzweise gute Ideen erkennbar, schlechte Sync, mittelmäßige Darsteller und im Gesamteindruck langweilig.	NEGATIVE
Schade um die Zeit.	NEGATIVE
All das sucht man bei Europa Report vergeblich.	NEGATIVE
Wenn man sich damit abfindet, dass es den Cage von damals wohl nicht mehr geben wird und man sich versucht an den neuen zu gewöhnen, dann macht es das Ganze umso leichter.	NEGATIVE
In mancherlei Hinsicht erinnert Trespass auch an den ungleich besseren Film Hostage - Entführt mit Bruce Willis aus dem Jahre 2005.	NEGATIVE
Der Film krankt ein wenig daran, dass er sich nicht genug Zeit für seine Geschichte und die Figuren nimmt.	NEGATIVE
Man hat nur bedingt den Eindruck, wirklich an einer Entwicklung der Charaktere teilzuhaben und vieles bleibt eher skizzenhaft.	NEGATIVE
Sie fügen sich nur nicht so gut ineinander, wie man es gern hätte.	NEGATIVE
Den einzigen Minuspunkt bekommt die Sammlung für die ständig gleiche Einleitung, denn wenn ich mir eine Staffel kaufe, möchte ich wenigstens nach dem ersten Mal ansehen, nicht wieder hören, dass es einen einzigartigen Außenposten gibt und worin die Herausforderung besteht usw., vor allem nicht bei jeder einzelnen Folge.	NEGATIVE
Während sich Hauptfigur Isabelle noch im Liebeskarussell dreht, weiß der Zuschauer längst Bescheid, worauf es bei Der Nächste, bitte!	NEGATIVE
Zu gruseln gibt es bei dem Horrorfilm kaum etwas, zu lachen dafür schon.	NEGATIVE
Finger weg für diejenigen, die tiefgründiges, emotionsgeladenes und unvergessliches Kino sehen wollen.	NEGATIVE
Wirklich erschreckend ist hier eigentlich mehr die Tatsache wie schnell den Eltern die Hand ausrutscht.	NEGATIVE
